recipe_id,description,step_no
421211,平底鍋燒熱，先放入30g有鹽奶油 Heat a pan and add 30g of salted butter,6
421211,"放入竹筍，鋪平煎3分鐘，煎到竹筍呈現焦黃色 Add bamboo shoots, spread out and fry for 3 minutes, until the bamboo shoots are browned",7
421211,"竹筍翻面後，再煎3分鐘，到竹筍另一片也呈現焦黃色 After the bamboo shoots are turned over, fry for another 3 minutes, until the other piece of bamboo shoots is also browned",8
421211,"接著將甜豌豆及杏鮑菇倒入鍋中，拌炒1分鐘 Then put the sweet peas and king oyster mushrooms into the pot, stir fry for 1 minute",9
421211,將剩下的20g有鹽奶油放入，翻炒30秒 Add the remaining 20g of salted butter and stir fry for 30 seconds,10
421211,"再加入10cc鰹魚淡醬油，續炒2分鐘 Add 10cc of bonito light soy sauce, continue to fry for 2 minutes",11
421211,"炒好，盛入盤中，完成~ Fry it, put it on a plate, and it's done~",12
420649,龍鬚菜燙好放涼,1
420649,拌上雞肉絲,2
420649,淋上市售芝麻醬,3
420649,即可！,4
420367,扇貝 利用清水洗淨多餘的沙子清洗乾淨。,1
420367,熱鍋，15g無鹽奶油至融化後，放入扇貝，第一面朝下煎至金黃色澤。,2
420367,翻至另一面，加入15g無鹽奶油，煎約30秒，即可完成。,3
420367,熱鍋，15g無鹽奶油至融化，加入紅蔥頭末，炒出香氣。,4
420367,紅蔥頭奶油醬 加入50ml鮮奶、1大匙鮮奶油，加入1,5
420367,4茶匙鹽巴、1,6
420367,2茶匙豆蔻粉調味，攪拌至滾呈稠狀。,7
420367,將綠珊瑚鋪在底層，扇貝擺上，放上些許紅蔥頭奶油醬，最後櫻桃蘿蔔刨薄片立在最上方！,8
420354,準備工作（3分鐘） 大黃瓜削皮去頭尾，從中剖成兩半，切成約1公分厚片,1
420354,將水、大黃瓜厚片放入鍋中，開火加蓋悶煮至水滾。,2
420354,開蓋加入麻油當歸醬與鹽之後，加蓋繼續悶煮5分鐘。,3
420354,開蓋確認大黃瓜已經軟熟、略呈透明，加入黑胡椒粉拌勻即可起鍋。,4
420328,豌豆芽，豬肉洗淨備用,1
420328,炒鍋加入少許油，炒肉至看不到紅色,2
420328,放入豌豆芽一起炒（若鍋內太乾請加少許的水）,3
420328,豌豆芽熟後再加入沙茶醬（不喜歡沙茶醬的可以改加鹽）將沙茶醬均勻炒開後即可起鍋。,4
419801,流動水洗龍鬚菜，切掉根部，然後尾巴折斷連同粗纖維一起拉掉，全部比照處理,1
419801,準備一鍋開水，水滾後，下龍鬚菜，加一點點鹽，燙個2分鐘左右關火撈起,2
419801,把龍鬚菜丟入冰水中冰鎮一下就可以乘盤了 加點胡麻醬或喜歡的沙拉醬拌一拌就可以吃了,3
419335,油菜洗淨切段蒜末少許準備 熱油鍋下蒜末爆炒 再下油菜+鹽巴調味+水 爆炒後可上桌,1
419215,將五花肉切塊，蔥切段、薑切片,1
419215,綠竹筍去殼後切塊,2
419215,冷水加半杯白米，煮滾 與米一起煮可以去除苦味唷！,3
419215,放入切塊後的綠竹筍，再次煮滾後關火，撈起備用,4
419215,熱鍋加油，將五花肉煎至表面金黃 （一面約 2 分鐘）,5
419215,加入 2 小匙的冰糖，炒出糖色後，加入 2 大匙米酒熗一下， 再放入 2 大匙的醬油拌炒,6
419215,放入燙好的筍，繼續拌炒，直到筍也有醬色,7
419215,接著，放入 2 大匙米酒、3 大匙醬油、200 ml 的水、1 大匙蠔油、蔥段、薑段,8
419215,用小火燉煮 1 小時 半小時的候記得來看一下水量，並試吃一下味道，覺得太鹹就再加些「熱」水繼續煮，千萬不能用冷水！ （每個牌子的醬油鹹度不同，一定要試味道） - 煮好後即可放涼，放進冰箱一晚會更有味道唷！,9
419215,隔天要吃的時候，再拿出來加熱 - 因為一開始醬油加多了，所以後來有再加水，圖片才會看起來很多湯汁（食譜已經調整比例）,10
419215,完成 ✅️,11
418842,小白菜洗淨切段 用老薑切成絲 熱油鍋後薑絲爆香 下小白菜爆炒 加些水跟鹽巴 烹煮後就可上桌,1
418495,煮一鍋水 水開始半滾先加入油蔥水滾後下餛飩 約煮30秒下小白菜、鹽巴 再滾約30秒即可上桌,1
418461,竹筍切絲，汆燙3分鐘去除苦味,1
418461,醬油、鹽、味醂、清酒調勻，補清水至平時煮飯的水量（液體總計約320ml，約需清水260ml）,2
418461,用少許油熱鍋，下薑片、菇類翻炒,3
418461,加入筍絲、甜豆拌炒,4
418461,用胡椒調味,5
418461,加入醬汁拌勻，熄火並取出薑片,6
418461,醬汁沖入洗好的米飯，攪拌均勻後淋上純白芝麻油,7
418461,外鍋放一杯水，炊熟後再燜15分鐘,8
418461,撒上蔥末和辣椒絲,9
418335,龍鬚菜洗淨，這道菜有人會吃末端菜梗有人堅持不吃，很妙,1
418335,龍鬚菜滾水燙熟，用冰水浸過，瀝乾，擠上美乃滋（真心覺得會擠得平均漂亮的人真厲害🤔），再灑上花生粉，完成,2
418137,1、將菜洗淨切塊備用,1
418137,加入少許酪梨油,2
418137,微波,3
418137,700瓦最到火2分鐘,4
418137,煎鍋加熱3分鐘 2、少許胡椒粉在干貝和蝦子上,5
418137,微波,6
418137,700瓦最大火2分鐘,7
418137,煎鍋加熱後,8
418137,加入小塊無鹽奶油 3、煎鍋放入干貝、蝦子,9
418137,微波,10
418137,700最大火2分鐘 4、翻面微波2分鐘,11
418137,把菜放入煎鍋,12
418137,加入少許蔥花 5、少許蒜香粉調味,13
418137,就完成啦～,14
418002,竹筍最好挑選彎腰、頂端沒有出青的,1
418002,竹筍削去粗纖維、空洞裡的白色粉末，切片後改刀切絲。 ※老一輩都說白粉會苦一定要削掉，但也有白粉對身體很好一說。,2
418002,蒜瓣、蔥白爆香，下竹筍翻炒，再加熱水與筍絲齊平,3
418002,小火燜煮5分鐘，調味並撒上蔥綠、辣椒，起鍋前淋上香油,4
417550,將龍鬚菜洗淨，後面段的老梗去除，切段備用。,1
417550,燒開水，水滾後將龍鬚菜放入川燙約2分鐘撈起，撈起後立即放入冰水冰鎮。,2
417550,冰鎮後將龍鬚菜水瀝乾，放入攪拌盆，連同調味料蒜末、辣椒、薑片、鹽、雞粉、糖、香油一起拌勻就完成了這道涼拌。,3
417460,小白菜洗淨切小段。 雞蛋打散。 麵粉用中筋麵粉即可。今天用的是買太多用不完的全麥麵粉。,1
417460,鍋內下少許水（1,2
417460,3碗），加入調味料及少許油）略拌幾下。,3
417460,加入小白菜，開大火加蓋煮2分鐘。,4
417460,煮小白菜的時候，來攪拌麵糊。將雞蛋打散，把麵粉及調味料加入拌勻。,5
417460,用打蛋器比較容易拌勻。,6
417460,將麵糊倒入已軟了的小白菜內略攪拌。攤平。,7
417460,一邊麵糊煎到金黃即可翻面。,8
417460,用盤子倒扣出麵餅，再滑回鍋子。,9
417460,加蓋繼續煎到熟。,10
417460,蔬菜、雞蛋、麵粉及水果兩種。 有維生素及纖維（蔬菜、水果）、醣類（麵粉）、蛋白質（雞蛋、麵粉）營養滿滿的一頓早餐。 ,11
417153,備料 蘿蔔切絲、蝦仁退冰、玉米筍切段 松阪豬切片、馬鈴薯隨便切小塊馬鈴薯用炒的怕太硬要炒很久 切塊後先拿去電鍋蒸（外鍋半碗水） 蒸好後再用炒的 下鍋先放蔬菜再放肉片、蝦仁 最後是馬鈴薯,1
417153,不放馬鈴薯也可以 （因為我家有庫存，就放了） 因為放了馬鈴薯，整道菜變得粉粉口感 不喜歡的人就不要放了 擠了兩次番茄醬及加鹽調味,2
417153,單獨炒的豌豆苗，大概炒30秒 不用1分鐘 加調味。目測熟了就起鍋,3
417153,擺盤 把豌豆苗鋪在下方，把紅色食物鋪上去 這道菜就完成了,4
417085,甜豆剝去纖維,1
417085,木耳泡發後切小塊,2
417085,胡蘿蔔、杏鮑菇切薄片，太白粉水調勻,3
417085,熱鍋，蒜頭、胡蘿蔔、杏鮑菇依序爆香,4
417085,木耳下鍋拌炒,5
417085,甜豆下鍋拌炒,6
417085,嗆入熱水、素蠔油，小火燜煮3~5分鐘,7
417085,下辣椒、鹽、胡椒粉、香菇粉調味，加適量熱水燒開,8
417085,勾薄芡，撒上香油,9
417073,切,1
417073,爆,2
417073,下炒香,3
417073,下,4
417073,調味料炒,5
417073,盛盤,6
417045,薑、蒜、辣椒、香菜等打成泥,1
417045,洋蔥切絲，香菜切碎,2
417045,胡蘿蔔、馬鈴薯、番茄切丁，四季豆切條狀，甜豆切半,3
417045,準備香料,4
417045,用奶油把腰果煎至微焦，取出備用,5
417045,補點油，香料爆香,6
417045,加入洋蔥，小火炒5~7分鐘，再加入胡蘿蔔、馬鈴薯、四季豆炒3分鐘,7
417045,加番茄、甜豆拌炒,8
417045,加青醬、咖喱粉、芫荽粉、黑胡椒,9
417045,炒2~3分鐘至刺鼻味消失，熄火,10
417045,加香米(提前浸泡1小時)、鹽、清水，大火煮滾,11
417045,水位與米飯齊平時，轉最小火燜煮10分鐘,12
417045,撒上香菜末，熄火再燜10分鐘,13
417045,番茄、洋蔥、黃瓜切丁，加入優格等調勻,14
416943,爆香蒜片,1
416943,加入紅蘿蔔片,2
416943,加入大黃瓜、安食小品柴魚粉拌炒,3
416943,蛋液加入,4
416943,安食小品黑豆油膏調味,5
416943,完成✅,6
416910,筊白筍滾刀切,1
416910,蝦洗淨去頭，剝殼去腸泥，用廚房紙巾吸乾水分,2
416910,放入鍋中乾煎備用,3
416910,鍋中倒入少許沙拉油煸香蒜頭,4
416910,放入茭白筍、鳯梨、水10~20cc、煨煮一下，甜豌豆勿久煮，不然會失去脆感 ※茭白筍、甜豌豆也可事先川燙備用，料理的時候就不用加水，直接與蝦仁翻炒一下就好,5
416910,加入蝦仁翻炒一下，適量的撒些胡椒粉及鹽就可以起鍋,6
416846,洗乾淨。,1
416846,把嫩葉和根莖分開煮和燙。,2
416846,平常就泡蒜頭辣椒醋。,3
416846,洋蔥、蕃茄切丁，根、莖燙一下。 白煮蛋也準備好。淋上蒜頭辣椒醋、魚露。,4
416846,盛盤。,5
416781,熱油鍋後將大黃瓜排好,1
416781,蛋液加入安食小品醬鹽和胡椒粉打勻之後加入鍋內，均勻沾附在大黃瓜身上，翻面要小心,2
416781,很沒耐心的人就是會得到毀滅性的外表，好險還是很好吃😂 希望大家都能成功翻面！,3
416776,小白菜切段，加鹽抓醃製10分，把水分倒掉，加入雞蛋與白胡椒粉，攪拌均勻.,1
416776,鍋內放油，煎ㄧ下，蓋鍋蓋，煎到雙面蛋皮焦黃即可.,2
416681,可依照人數及個人喜好增減數量,1
416681,①豌豆頭尾去絲 ②干貝燒切塊(也可切條) ③蒜頭去皮,2
416681,①先將蒜頭爆香 ②放入豌豆拌炒 ③加入鹽巴調味,3
416681,加入一杯水 蓋上鍋蓋悶煮約3分鐘,4
416681,加入干貝燒拌炒約2分鐘,5
416681,營養美味的豌豆鮮炒干貝燒出爐~,6
416414,菜切段、薑和蒜瓣切末,1
416414,熱油鍋後炒薑和蒜末,2
416414,加入金針菇、鴻禧菇拌炒,3
416414,加入大陸妹,4
416414,加入水、安食小品柴魚粉和黑豆油膏拌炒,5
416414,完成,6
416107,-油菜剪掉頭跟這餐要洗的菜一起泡在洗菜籃，泡10分鐘換水再一葉葉洗淨，換水2次再剪食指長段。,1
416107,-油菜瀝乾。（不銹鋼洗菜盆好用好洗也不吃髒）,2
416107,-腰內肉洗淨順紋剪3-4公分塊狀，用醃料醃10分鐘。 -蒜剝膜切片。 -辣椒洗淨剪斜片。,3
416107,-鍋中小火放1,4
416107,2小匙油潤鍋放腰內肉，煎3分鐘後翻面再煎5分鐘，豬肉塊略金黃後夾出。,5
416107,-用煎肉的肉汁補1,6
416107,2小匙油，放蒜片煸香，加鹽巴。,7
416107,-放油菜翻炒一下，蓋鍋蒸炒2分鐘讓菜變深綠色。（可以1大匙米酒或熱水讓菜更快熟）,8
416107,-將肉塊連肉汁倒回鍋中，一起翻炒讓味道融合，加進辣椒片翻拌一下，就完成啦。,9
415987,●龍鬚菜撕折掉粗纖維，摘折食指長段，換水洗2-3遍。,1
415987,●鴨肝剪掉脂肪跟連結雜質，每個半月型對半剪片，泡水洗至水清徹，泡水1個小時，讓血水雜質清乾淨。,2
415987,●蒜剝膜切片或拍碎、薑洗淨切薄片易煸出香氣、辣椒洗過剪片。,3
415987,●非本道料理步驟，習慣一鍋到底烹飪，先煎太陽蛋 (半熟蛋建議用有機蛋較合適，蛋放室溫退冰)，鍋小火補點油潤鍋即可，鍋熱放蛋蓋鍋煎50秒-1分鐘就完成太陽蛋。(不管是盒裝蛋或散裝蛋建議蛋烹煮前先洗過比較安心),4
415987,●用煎蛋原鍋中小火放油先煸蒜薑至聞到薑蒜香。,5
415987,●鴨肝均勻鋪好略煎1分中鎖住水份，加素蠔油、米酒拌炒2分鐘，鍋中湯汁滾起鴨肝先盛出。,6
415987,●補上鹽巴。,7
415987,●放龍鬚菜到鍋中翻炒吸收醬汁。,8
415987,●將鴨肝倒回鍋中蓋鍋蒸炒2分鐘。,9
415987,●開蓋翻炒讓味道融合，加上辣椒片翻炒一下，熄火，完成啦。,10
415987,不常吃內臟，偶一為之，這樣搭配還不錯。,11
415973,切,1
415973,切,2
415973,"切,爆",3
415973,下炒,4
415973,下炒,5
415973,調味料炒,6
415973,盛盤,7
415582,水煮沸後加入龍鬚菜，煮約5-6分鐘撈起備用,1
415582,食用前擠上美奶滋或自製沙拉醬,2
415582,豪邁灑上堅果碎，今天加的是腰果碎,3
415529,竹筍洗乾淨放入鍋中煮40分鐘,1
415529,再剝皮切塊冰起來就好囉,2
414976,大黃瓜削皮去籽後，切塊備用； 雞腿塊以剪刀去除皮及肥油，以滾水川燙去雜質。,1
414976,電鍋內鍋放入洗淨的雞腿、大黃瓜塊、無油雞高湯、一點點米酒，再加水至稍淹過雞腿，電鍋外鍋放1.5杯水按下開關。,2
414976,跳起後再悶約10~15分鐘，加入少許鹽巴調味即可。,3
414566,綠竹筍、豬肉、香菇切絲，青蔥切丁備用，加入一匙油把肉絲和香菇絲爆香後再加入綠竹筍炒香！,1
414566,炒香後加入洗好的白米和水加入鍋中,2
414566,小火熬煮約30分鐘，過程中需要攪拌避免黏在鍋底！最後完成後加入調味料和蔥花再靜置5分鐘即完成！,3
414566,完成清爽好吃的竹筍粥😋喜歡胡椒粉的最後也可以加入會更香唷！,4
414124,薑和蒜瓣切末，秀珍菇切小塊，油菜洗淨切段，記得分出葉子和梗,1
414124,開火炒秀珍菇，逼出水，炒出香味 （不用加油喔）,2
414124,加入蒜末、薑末和香油拌炒,3
414124,加入梗拌炒,4
414124,加1,5
414124,4杯水,6
414124,加入柴魚粉和黑豆油膏,7
414124,加入油菜葉拌炒,8
414124,完成✅,9
414061,1.將豇豆切段,1
414061,蒜頭切末（也可以切片） 2.準備一鍋水,2
414061,先將豇豆燙過 3.冷鍋下油跟蒜頭,3
414061,待蒜頭冒小泡後下豇豆及適量的鹽,4
414061,翻炒約2-3分鐘,5
414061,蓋鍋燜燒至蒜味出來,6
414061,豇豆也熟了,7
414061,就可以起鍋了。,8
413963,豆包泡軟切條、蝦米泡軟瀝乾、紅蘿蔔切薄片，主鍋裝上十字刀頭。,1
413963,將蒜頭放入主鍋，設定 時間3秒｜速度5 切碎，利用矽膠刮刀將材料刮至主鍋底。,2
413963,加入油和蝦米，設定 時間3分｜速度1｜溫度120°C 爆香。,3
413963,加入油炸豆腐皮和紅蘿蔔，設定 時間2分｜速度1｜溫度100°C 拌炒。,4
413963,加入小白菜、醬油、米酒和糖，設定 時間3分｜速度1｜溫度100°C 拌炒，即可享用。,5
413346,蒜頭切末,1
413346,豌豆嬰洗淨燙到翠綠撈起盛盤,2
413346,熱油小火炒蒜末到金黃,3
413346,加醬油、油膏、砂糖、香油,4
413346,將步驟4醬汁淋到盛盤的豌豆嬰上就完成了,5
412967,將食材全部洗淨杏鮑菇切絲 熱鍋下雙菇,1
412967,蓋鍋將雙菇燜出水份後,2
412967,再加入豌豆苗,3
412967,蓋鍋將豌豆苗燜熟,4
412967,加入適量的鹽巴翻炒拌勻,5
412967,就可以上桌了。,6
412874,備料：龍鬚菜去絲切段洗淨 胡蘿蔔切絲蒜頭拍扁去皮,1
412874,放油、蒜頭、胡蘿蔔，開火,2
412874,蒜頭香氣出來或胡蘿蔔起泡泡時放龍鬚菜,3
412874,拌炒均勻後加水,4
412874,龍鬚菜縮小或水蒸發掉一半左右就可以加鹽巴調味了,5
412874,為了健康點，這步驟很重要喔 炒好的龍鬚菜夾起來，湯汁不要 水炒龍鬚菜就完成啦！,6
412480,莧菜去梗備用。 高級版可以用調理級及少許橄欖油加水打成汁。,1
412480,枸杞泡水，薑切絲備用,2
412480,起油鍋，煎豆腐。 不用特地煎得非常漂亮，待會還要進湯內。,3
412480,煎至表面金黃盛起備用。,4
412480,在原鍋中加入水、鹽及柴魚片煮滾備用。,5
412480,湯鍋內不放油，炒鴻禧菇至出水後加入薑絲拌炒。,6
412480,加入莧菜及豆腐。,7
412480,將煮滾的柴魚湯直接加入湯鍋繼續煮滾。倒入時要小心熱水濺出。倒入後加入白胡椒粉調味。,8
412480,加入藻類，形成勾芡效果。,9
412480,盛鍋前，灑入枸杞後完成。,10
412379,甜椒、青椒、大白菜洗淨、切絲！,1
412379,調料備料。韓國冬粉熱水泡軟，切一刀，熱水中煮約3-5分鐘，試口感後撈起備用。,2
412379,調料倒入白菜甜椒絲、韓國冬粉攪拌均勻，加入大量香菜拌勻！盛盤後加入適量花生、白芝麻！,3
412248,●蒜剝膜切片。 ●雞胸肉放冷藏低溫解凍，洗過，用醃料抓醃過醃10分鐘。 ●蔥洗淨剪末。,1
412248,●豆腐乳加熱水5大匙攪拌均勻。(用熱水目的是更容易拌勻),2
412248,●鍋燒200cc水，水滾放洗淨的青花菜，蓋鍋蒸炒3分鐘。 （腐乳鹹味已很足，青花菜可不用再加鹽）,3
412248,●用蒸炒的青花菜很鮮綠，也省事。,4
412248,●青花菜熟了先夾出擺盤。,5
412248,●用蒸炒青花菜原鍋倒掉熱水，鍋小火加1,6
412248,2小匙油，鍋熱放蛋蓋鍋煎50秒-1分鐘就完成太陽蛋。(煎蛋非這道料理必須步驟),7
412248,●用煎蛋原鍋不用再補油，放（蒜片）略煸至有蒜香，再均勻放（雞胸肉塊），蓋鍋煎8分鐘。,8
412248,●8分鐘的煎煮雞丁已熟，翻拌一下雞丁塊避免巴鍋，倒進（腐乳汁）翻炒一下讓雞丁塊沾滿腐乳汁，蓋鍋燒3分鐘。,9
412248,●鍋中醬汁滾起，再翻炒一下，灑上蔥末，完成啦。,10
411708,洗好的米與（乾燥或新鮮皆可）豌豆（如影片）一起放電鍋煮熟。 雞胸肉切片，用半碗水，1,1
411708,4匙的鹽，些許胡椒醃20-30分鐘。 熱油鍋炒香蒜末，蔥花，放下雞肉，切條的青椒，剝散的金針菇，加一匙蠔油，一匙蔥蔥醬（無化學添加物，家樂福或網路都可買到），拌勻，蓋蓋燜煮5分鐘，好，淋在豌豆飯上~,2
411524,準備大陸妹與黑木耳菇菇醬(青檸酸辣)與料理食材。,1
411524,大陸妹去除根部，洗淨後，將菜梗與葉片分切成條狀。,2
411524,煮一鍋滾水，菜梗先放入煮軟後，再放入葉片，川燙數十秒，最後則瀝乾水份取出。,3
411524,最後拌入黑木耳菇菇醬(青檸酸辣)與昆布醬油後，即可擺盤上桌。,4
411524,吃來清脆、開胃、爽口，味蕾分層顯明，營養豐富。,5
411524,黑木耳菇菇醬採用新鮮菇類，以日式醬油為醬底，酌量添加老薑、味醂、糯米醋與中藥材等來加以提味後，最後再經細火溫煮90分鐘而成，有「醬滷滋味」的和風鰹魚黑菇醬、香菇昆布黑菇醬，亦有「香辣口感」的紅椒麻辣黑菇醬、青檸酸辣黑菇醬。,6
411308,小白菜剝成單片，浸泡、沖洗掉泥沙,1
411308,切成約1根手指長，以鹽水醃漬3~4小時,2
411308,薑、蒜頭、蘋果(帶皮)、洋蔥、蝦皮、昆布高湯打成泥,3
411308,高湯加麵粉煮成糊，加入辣椒粉,4
411308,果泥、魚露、辣椒糊、韭菜、蔥段、胡蘿蔔絲調勻,5
411308,白菜醃漬至軟化後，以開水沖洗,6
411308,將所有食材抓勻,7
411308,用力壓入瓶中，室溫發酵2~3天，再次壓實並移至冷藏發酵10天後再享用,8
410979,這次使用左邊這罐紅麴缸底豆油伯,1
410979,燒一鍋水煮沸後加入鹽 可以使蔬菜翠綠,2
410979,放入大陸妹 葉菜類的蔬菜都是滾水下滾水上 可以保持蔬菜本身的甜味,3
410979,大陸妹大概汆燙20-30秒左右就可以撈出,4
410979,淋上醬油膏以及醬油,5
410979,再灑上油蔥酥 簡單營養的燙青菜就完成了⋆⸜ ⚘ ⸝⋆,6
410709,1、將蒜末、辣椒和所有調味料，拌勻備用,1
410709,2、青花菜、香菇，滾水燙熟,2
410709,3、煎蛋皮，將蛋皮切成絲,3
410709,4、所有食材混合均勻即可,4
410626,準備食材-莧菜取葉，蝦仁及豆腐切小塊備用。,1
410626,熱鍋，以香油炒香蒜末及蝦仁。,2
410626,放入莧菜拌炒，以鹽巴調味。,3
410626,加入食用水及豆腐，煮至水滾，以雞粉或鹽巴調味。起鍋前加入適量胡椒粉及香油提味，即可完成。,4
410382,備好所需要的材料.,1
410382,雞柳條切片狀後用鹽和S&B 生蒜泥醬抓醃一下.,2
410382,燒鍋開水(開水中添加少許鹽)將義大利麵條煮熟撈出備用.(熱水不要倒掉先留著備用).,3
410382,"取一平底鍋,鍋中倒入適量的橄欖油後先用中小火炒軟洋蔥絲.",4
410382,"放入雞柳條片炒至呈白色狀後加入S&B 山葵膏和醬油,讓洋蔥絲和雞柳條片吸附上S&B 山葵膏和醬油的味道.",5
410382,將煮好的義大利麵和油菜花一起放入鍋中並加入100克的煮麵水快速在鍋中翻炒讓義大利麵吸附醬汁.,6
410382,盛盤撒上帕馬森起司粉和黑胡椒粒即可.,7
410351,蔥洗淨備用，莧菜可選用紅色或綠色，混合也可以；,1
410351,將莧菜”西”折成段，梗會有很多絲狀纖維，都除去不用；將葉子和梗分開，洗淨瀝乾備用；,2
410351,蔥切段，蔥白和蔥綠分開，部份蔥切蔥花；蒜頭去皮切片；皮蛋去殼洗淨後，刀沾濕將皮蛋也切成4片，再對切成塊；,3
410351,熱鍋下油，炒香蒜片和蔥白；,4
410351,下皮蛋炒到皮蛋出現虎皮紋；,5
410351,下莧菜梗拌炒；,6
410351,加入「滾水」煮滾後調味；,7
410351,放入莧菜葉的部份；,8
410351,煮到莧菜梗柔軟，試湯的味道維調，放入蔥白和蔥花，即可起鍋享用。,9
410323,乾煎鮭魚薑片炒紅鳳菜 川燙蘆筍玉米筍紅蘿蔔片小黃瓜薑黃藜麥飯（內有添加蒟蒻米喔）,1
410121,莧菜苗洗淨瀝乾,1
410121,取一鍋子，倒油、倒莧菜苗、生蒜泥醬，拌炒,2
410121,倒15cc水蓋鍋燜會,3
410121,開動～,4
410116,菇菇 和豌豆洗淨備用。,1
410116,切薑絲大蒜備用，素食者不放，但口感會較差。,2
410116,用熱油爆香薑絲大蒜，然後加入豌豆 再放菇菇，放一點點水拌炒加鍋蓋悶一下，悶約1-2分鐘。,3
410116,打開鍋蓋，再放少許鹽巴調味，拌炒一下即可裝盤。,4
410030,大白菜洗淨切段，冬粉以熱水浸泡備用。 起油鍋，肉片下鍋，中大火炒至微黃比較香，鍋邊嗆少許米酒,1
410030,加入洋蔥、薑片、乾辣椒、八角炒出香氣！,2
410030,加入大白菜梗拌炒後，續加入白菜葉炒至微軟！,3
410030,移至砂鍋中(沒有砂鍋，則使用一般鍋具),4
410030,加入適量熱開水，豆瓣醬、醬油、蠔油、白胡椒粉、鹽調味。大火煮滾後，中小火燉煮10～20分鐘(看個人喜好白菜口感),5
410030,待白菜軟透，加入冬粉蓋鍋悶煮4～5分鐘，起鍋前撒上蔥段、韓式芝麻油。,6
409853,韭菜洗淨段切備用.,1
409853,"取小鍋子,倒入酒與味霖煮滾揮發酒精,續放入紅蔥頭絲,醬油及昆布柴魚高湯.",2
409853,"再滾收乾到9成時,放入步驟1韭菜段,邊拌邊加熱收汁即可.",3
409712,去菜根部後切兩段洗淨油菜。放入一點橄欖油熱鍋，再加入油菜低溫悶熟。,1
409712,放入豬肉條，翻炒至豬肉條看不到生肉的部分，再加入一點蠔油膏拌炒至菜和肉顏色均勻，即可盛盤上菜。,2
409597,將大白菜切塊，豆皮記得用水沖過一次，在切塊。蒜頭拍碎～紅蘿蔔切片,1
409597,先熱鍋下油後下蒜頭爆香後下紅蘿蔔拌炒，在下大白菜拌炒下，在下豆皮後水下～悶約兩分鐘，鹽與白胡椒下～在拌炒下就可以上盤啦。 再這麼炎熱天氣下煮飯，真的是要人命，請珍惜為您煮飯的人，不然會熱死在廚房。,2
409286,燒熱水，加油和鹽巴,1
409286,山茼蒿挑好之後下鍋燙,2
409286,撈起備用,3
409286,熱油鍋炒蛋,4
409286,將蛋炒到有顏色酥酥的更好吃,5
409286,撒上蔥拌炒,6
409286,加入燙好的山茼蒿、黑豆油膏拌炒,7
409286,撒上白芝麻，完成✅,8
409180,1.將雞肉川燙。 2雞肉與黑蒜頭球、白蒜頭、黑菜脯、薑片,1
409180,水淹沒食材約2、3公分的水量一起煮沸,2
409180,加入紅棗轉小火燉煮15分鐘,3
409180,關火加入枸杞、鹽巴悶2、3分鐘即可。,4
408985,撕掉豌豆頭尾纖維,1
408985,蒜頭切片，紅蘿蔔切絲,2
408985,熱鍋下蒜頭爆香,3
408985,加入紅蘿蔔拌炒,4
408985,加入豌豆與適量鹽巴拌炒,5
408985,加入適量水，蓋鍋燜五分鐘,6
408848,筊白筍切成細條狀。,1
408848,豌豆苗沖洗乾淨。,2
408848,適量油入炒鍋，下蒜片和蔥白末小火煸香。,3
408848,接著加入筊白筍，並加入100ml過濾水，水滾後加蓋小火悶約2分鐘。,4
408848,加入豌豆苗，並加入2克鹽巴和適量烹大師調味粉，拌炒一下（不要太久，才能保持豆苗爽脆）就可以熄火準備享用！,5
408848,美味上桌，筊白筍多了豌豆苗點綴，看起來更可口。,6
408706,油菜洗淨切段 可以將骨、葉稍微區分開 現炒骨再炒葉薑切絲,1
408706,中火加油炒香薑絲,2
408706,先放菜梗炒到變深綠色再放菜葉一起炒,3
408706,倒入菜葉一起翻炒，加一些水，2小匙xo醬，翻拌均勻,4
408706,炒熟即可盛盤起鍋,5
408206,里肌肉先切片再切肉絲。 加入醃料（油除外）先拌勻之後，加入油再拌勻。,1
408206,通常我會一次處理比較多肉，因為既然砧板都用了，菜刀也用了，就一次都切好。 這次將肉一半切片，一半切絲。 全部醃好，分裝在保鮮盒冷藏，一兩天內料理完。,2
408206,冬粉泡水，剪或切成小段。小白菜洗淨瀝乾切小段。,3
408206,鍋內加少許油，因為肉絲醃漬的時候已經拌入油，所以這裡油不用加太多，也不會黏在一起。 將肉絲炒熟，先盛起來備用。 肉絲我都會多炒，一半打算留到晚上來加進炒飯，晚上就不用炒了，若一時三刻沒有要煮，可以裝保鮮盒冷凍。,4
408206,鍋內下調味料，水1,5
408206,2杯，放入1,6
408206,2的小白菜。 #要以自己炒的份量來調整調味料的用量。 加蓋大火煮兩分鐘。,7
408206,加入剩下的小白菜與冬粉一起拌炒。,8
408206,加入肉絲拌炒均勻。 肉絲的份量依照個人喜好，今天的肉絲我沒有全加，一半留待晚餐炒飯用。,9
408206,調味料用鹽跟高湯粉，或加高湯。 加了烏龍麵包裝內附的鰹魚高湯包一起煮，冬粉的味道會更鮮美。 只加鹽，沒有鮮味的話，味道不太行，還是需要高湯粉才可以。,10
408206,煮好的小白菜炒冬粉真好吃，當作中餐清爽無負擔。 還有更多廚房與生活記事～ 歡迎來我的Facebook粉絲專頁坐坐喔！,11
408056,從豆莢尖端把粗纖維撕掉,1
408056,撕下的纖維,2
408056,香菇去蒂、切片,3
